method,top1_accuracy,margin_median,margin_mean,n_runs,n_unknown_points,n_possible_combinations,requested_sampling_iterations,used_sampling_iterations,sampling_mode,sample_size,scenario,model_type,output_dir
dihs,0.4762,0.0202976720865685,0.023552424121947,5000,20,125970,5000,5000,random_unique,8,persistent_overlap,agglomerative,./1_benchmarking_comparison/agglomerative/persistent_overlap
mahalanobis_distance,0.0566,0.3661612744808576,0.3223163347153022,5000,20,125970,5000,5000,random_unique,8,persistent_overlap,agglomerative,./1_benchmarking_comparison/agglomerative/persistent_overlap
single_cut_coassociation,0.492,0.0020833333333333,0.0023991666666666,5000,20,125970,5000,5000,random_unique,8,persistent_overlap,agglomerative,./1_benchmarking_comparison/agglomerative/persistent_overlap
centroid_distance,0.0176,0.1617600842933003,0.143878114411132,5000,20,167960,5000,5000,random_unique,9,persistent_overlap,agglomerative,./1_benchmarking_comparison/agglomerative/persistent_overlap
dihs,0.4816,0.0194854881044092,0.0227246951212578,5000,20,167960,5000,5000,random_unique,9,persistent_overlap,agglomerative,./1_benchmarking_comparison/agglomerative/persistent_overlap
mahalanobis_distance,0.034,0.3743066910254625,0.332341191862628,5000,20,167960,5000,5000,random_unique,9,persistent_overlap,agglomerative,./1_benchmarking_comparison/agglomerative/persistent_overlap
single_cut_coassociation,0.4974,0.0018518518518518,0.0021659259259259,5000,20,167960,5000,5000,random_unique,9,persistent_overlap,agglomerative,./1_benchmarking_comparison/agglomerative/persistent_overlap
centroid_distance,0.007,0.1620965227207466,0.1472166494828738,5000,20,184756,5000,5000,random_unique,10,persistent_overlap,agglomerative,./1_benchmarking_comparison/agglomerative/persistent_overlap
dihs,0.5038,0.0186235076609962,0.0219786885537811,5000,20,184756,5000,5000,random_unique,10,persistent_overlap,agglomerative,./1_benchmarking_comparison/agglomerative/persistent_overlap
mahalanobis_distance,0.0218,0.3738184277238643,0.3392665212552241,5000,20,184756,5000,5000,random_unique,10,persistent_overlap,agglomerative,./1_benchmarking_comparison/agglomerative/persistent_overlap
single_cut_coassociation,0.4976,0.0016666666666666,0.0019703333333333,5000,20,184756,5000,5000,random_unique,10,persistent_overlap,agglomerative,./1_benchmarking_comparison/agglomerative/persistent_overlap
centroid_distance,0.005,0.1628023200611439,0.14944335423598,5000,20,167960,5000,5000,random_unique,11,persistent_overlap,agglomerative,./1_benchmarking_comparison/agglomerative/persistent_overlap
dihs,0.5076,0.0171953092955663,0.020379286755273,5000,20,167960,5000,5000,random_unique,11,persistent_overlap,agglomerative,./1_benchmarking_comparison/agglomerative/persistent_overlap
mahalanobis_distance,0.0134,0.3758802374381053,0.34437922229312,5000,20,167960,5000,5000,random_unique,11,persistent_overlap,agglomerative,./1_benchmarking_comparison/agglomerative/persistent_overlap
single_cut_coassociation,0.4944,0.0015151515151515,0.0017737878787878,5000,20,167960,5000,5000,random_unique,11,persistent_overlap,agglomerative,./1_benchmarking_comparison/agglomerative/persistent_overlap
centroid_distance,0.0008,0.1644384525700868,0.1527130585445615,5000,20,125970,5000,5000,random_unique,12,persistent_overlap,agglomerative,./1_benchmarking_comparison/agglomerative/persistent_overlap
dihs,0.4958,0.0166665564946431,0.0193628667548565,5000,20,125970,5000,5000,random_unique,12,persistent_overlap,agglomerative,./1_benchmarking_comparison/agglomerative/persistent_overlap
mahalanobis_distance,0.0038,0.3806486907391323,0.351860124435079,5000,20,125970,5000,5000,random_unique,12,persistent_overlap,agglomerative,./1_benchmarking_comparison/agglomerative/persistent_overlap
single_cut_coassociation,0.4862,0.0013888888888888,0.0016156944444444,5000,20,125970,5000,5000,random_unique,12,persistent_overlap,agglomerative,./1_benchmarking_comparison/agglomerative/persistent_overlap
centroid_distance,0.0,0.1664469097469977,0.1553767332722453,5000,20,77520,5000,5000,random_unique,13,persistent_overlap,agglomerative,./1_benchmarking_comparison/agglomerative/persistent_overlap
dihs,0.511,0.0153129224350097,0.0183583682247845,5000,20,77520,5000,5000,random_unique,13,persistent_overlap,agglomerative,./1_benchmarking_comparison/agglomerative/persistent_overlap
mahalanobis_distance,0.0014,0.3852337653952429,0.3588997441030341,5000,20,77520,5000,5000,random_unique,13,persistent_overlap,agglomerative,./1_benchmarking_comparison/agglomerative/persistent_overlap
single_cut_coassociation,0.5032,0.0012820512820512,0.0014639743589743,5000,20,77520,5000,5000,random_unique,13,persistent_overlap,agglomerative,./1_benchmarking_comparison/agglomerative/persistent_overlap
centroid_distance,0.0,0.1665963462689169,0.1577587135794022,5000,20,38760,5000,5000,random_unique,14,persistent_overlap,agglomerative,./1_benchmarking_comparison/agglomerative/persistent_overlap
dihs,0.5166,0.0144570513957722,0.0170260161829559,5000,20,38760,5000,5000,random_unique,14,persistent_overlap,agglomerative,./1_benchmarking_comparison/agglomerative/persistent_overlap
mahalanobis_distance,0.0002,0.386486295973413,0.3648113372738104,5000,20,38760,5000,5000,random_unique,14,persistent_overlap,agglomerative,./1_benchmarking_comparison/agglomerative/persistent_overlap
single_cut_coassociation,0.5014,0.0011904761904761,0.0013220238095238,5000,20,38760,5000,5000,random_unique,14,persistent_overlap,agglomerative,./1_benchmarking_comparison/agglomerative/persistent_overlap
centroid_distance,0.0,0.1676537701773119,0.1603452844236844,5000,20,15504,5000,5000,random_unique,15,persistent_overlap,agglomerative,./1_benchmarking_comparison/agglomerative/persistent_overlap
dihs,0.5386,0.0133646835485921,0.0155982236637733,5000,20,15504,5000,5000,random_unique,15,persistent_overlap,agglomerative,./1_benchmarking_comparison/agglomerative/persistent_overlap
mahalanobis_distance,0.0,0.3901193030029587,0.371611849704949,5000,20,15504,5000,5000,random_unique,15,persistent_overlap,agglomerative,./1_benchmarking_comparison/agglomerative/persistent_overlap
single_cut_coassociation,0.5136,0.0011111111111111,0.0011692222222222,5000,20,15504,5000,5000,random_unique,15,persistent_overlap,agglomerative,./1_benchmarking_comparison/agglomerative/persistent_overlap
centroid_distance,0.0,0.1679358185365451,0.1622228079679931,4845,20,4845,5000,4845,exhaustive_unique,16,persistent_overlap,agglomerative,./1_benchmarking_comparison/agglomerative/persistent_overlap
dihs,0.5514963880288958,0.0117318217898896,0.0140588255194673,4845,20,4845,5000,4845,exhaustive_unique,16,persistent_overlap,agglomerative,./1_benchmarking_comparison/agglomerative/persistent_overlap
mahalanobis_distance,0.0,0.3910413535149233,0.3765242486035286,4845,20,4845,5000,4845,exhaustive_unique,16,persistent_overlap,agglomerative,./1_benchmarking_comparison/agglomerative/persistent_overlap
single_cut_coassociation,0.5052631578947369,0.0010416666666666,0.0010152218782249,4845,20,4845,5000,4845,exhaustive_unique,16,persistent_overlap,agglomerative,./1_benchmarking_comparison/agglomerative/persistent_overlap
centroid_distance,0.0,0.1684951219181119,0.1638880502889577,1140,20,1140,5000,1140,exhaustive_unique,17,persistent_overlap,agglomerative,./1_benchmarking_comparison/agglomerative/persistent_overlap
dihs,0.5921052631578947,0.0108601358859437,0.012450340637079,1140,20,1140,5000,1140,exhaustive_unique,17,persistent_overlap,agglomerative,./1_benchmarking_comparison/agglomerative/persistent_overlap
mahalanobis_distance,0.0,0.3921617643504958,0.3808048472513878,1140,20,1140,5000,1140,exhaustive_unique,17,persistent_overlap,agglomerative,./1_benchmarking_comparison/agglomerative/persistent_overlap
single_cut_coassociation,0.5359649122807018,0.0009803921568627,0.0008574131406948,1140,20,1140,5000,1140,exhaustive_unique,17,persistent_overlap,agglomerative,./1_benchmarking_comparison/agglomerative/persistent_overlap
centroid_distance,0.0,0.1686737852540182,0.1653891701112156,190,20,190,5000,190,exhaustive_unique,18,persistent_overlap,agglomerative,./1_benchmarking_comparison/agglomerative/persistent_overlap
dihs,0.6157894736842106,0.0078292401534613,0.0106156799603209,190,20,190,5000,190,exhaustive_unique,18,persistent_overlap,agglomerative,./1_benchmarking_comparison/agglomerative/persistent_overlap
mahalanobis_distance,0.0,0.39368014952835,0.3845987211157634,190,20,190,5000,190,exhaustive_unique,18,persistent_overlap,agglomerative,./1_benchmarking_comparison/agglomerative/persistent_overlap
single_cut_coassociation,0.5631578947368421,0.0004629629629629,0.0006822612085769,190,20,190,5000,190,exhaustive_unique,18,persistent_overlap,agglomerative,./1_benchmarking_comparison/agglomerative/persistent_overlap
centroid_distance,0.0,0.1683902819709397,0.1667451869273577,20,20,20,5000,20,exhaustive_unique,19,persistent_overlap,agglomerative,./1_benchmarking_comparison/agglomerative/persistent_overlap
dihs,0.8,0.0051646882500511,0.0084223022448181,20,20,20,5000,20,exhaustive_unique,19,persistent_overlap,agglomerative,./1_benchmarking_comparison/agglomerative/persistent_overlap
mahalanobis_distance,0.0,0.393190893115951,0.3879438131790925,20,20,20,5000,20,exhaustive_unique,19,persistent_overlap,agglomerative,./1_benchmarking_comparison/agglomerative/persistent_overlap
single_cut_coassociation,0.6,0.000438596491228,0.0004824561403508,20,20,20,5000,20,exhaustive_unique,19,persistent_overlap,agglomerative,./1_benchmarking_comparison/agglomerative/persistent_overlap
centroid_distance,0.0,0.1679731357920914,0.1679731357920914,1,20,1,5000,1,exhaustive_unique,20,persistent_overlap,agglomerative,./1_benchmarking_comparison/agglomerative/persistent_overlap
dihs,1.0,0.0094675299740694,0.0094675299740694,1,20,1,5000,1,exhaustive_unique,20,persistent_overlap,agglomerative,./1_benchmarking_comparison/agglomerative/persistent_overlap
mahalanobis_distance,0.0,0.3908924922341186,0.3908924922341186,1,20,1,5000,1,exhaustive_unique,20,persistent_overlap,agglomerative,./1_benchmarking_comparison/agglomerative/persistent_overlap
single_cut_coassociation,1.0,0.0,0.0,1,20,1,5000,1,exhaustive_unique,20,persistent_overlap,agglomerative,./1_benchmarking_comparison/agglomerative/persistent_overlap
centroid_distance,0.35,0.0976007507908532,0.1071866809305897,20,20,20,5000,20,exhaustive_unique,1,persistent_overlap,kmeans,./1_benchmarking_comparison/kmeans/persistent_overlap
dihs,0.7,0.0171558381342318,0.0203434162985528,20,20,20,5000,20,exhaustive_unique,1,persistent_overlap,kmeans,./1_benchmarking_comparison/kmeans/persistent_overlap
mahalanobis_distance,0.3,0.2421222091336759,0.2579913820606158,20,20,20,5000,20,exhaustive_unique,1,persistent_overlap,kmeans,./1_benchmarking_comparison/kmeans/persistent_overlap
single_cut_coassociation,0.7,0.0083333333333333,0.0066666666666666,20,20,20,5000,20,exhaustive_unique,1,persistent_overlap,kmeans,./1_benchmarking_comparison/kmeans/persistent_overlap
centroid_distance,0.2210526315789473,0.1228047599920797,0.1167880571767898,190,20,190,5000,190,exhaustive_unique,2,persistent_overlap,kmeans,./1_benchmarking_comparison/kmeans/persistent_overlap
dihs,0.5894736842105263,0.0209256475474718,0.0227887473693042,190,20,190,5000,190,exhaustive_unique,2,persistent_overlap,kmeans,./1_benchmarking_comparison/kmeans/persistent_overlap
mahalanobis_distance,0.2473684210526315,0.2673481078775934,0.2762406695516248,190,20,190,5000,190,exhaustive_unique,2,persistent_overlap,kmeans,./1_benchmarking_comparison/kmeans/persistent_overlap
single_cut_coassociation,0.6894736842105263,0.0041666666666666,0.0045175438596491,190,20,190,5000,190,exhaustive_unique,2,persistent_overlap,kmeans,./1_benchmarking_comparison/kmeans/persistent_overlap
centroid_distance,0.1657894736842105,0.1337736906525068,0.1208086497070849,1140,20,1140,5000,1140,exhaustive_unique,3,persistent_overlap,kmeans,./1_benchmarking_comparison/kmeans/persistent_overlap
dihs,0.5780701754385965,0.0217341569755798,0.0250608400970831,1140,20,1140,5000,1140,exhaustive_unique,3,persistent_overlap,kmeans,./1_benchmarking_comparison/kmeans/persistent_overlap
mahalanobis_distance,0.2035087719298245,0.3042102689204585,0.2838402960867754,1140,20,1140,5000,1140,exhaustive_unique,3,persistent_overlap,kmeans,./1_benchmarking_comparison/kmeans/persistent_overlap
single_cut_coassociation,0.6307017543859649,0.0027777777777777,0.0038913255360623,1140,20,1140,5000,1140,exhaustive_unique,3,persistent_overlap,kmeans,./1_benchmarking_comparison/kmeans/persistent_overlap
centroid_distance,0.1302373581011351,0.1394488535931196,0.1245715368026507,4845,20,4845,5000,4845,exhaustive_unique,4,persistent_overlap,kmeans,./1_benchmarking_comparison/kmeans/persistent_overlap
dihs,0.5946336429308565,0.0233324988468694,0.0264905177323337,4845,20,4845,5000,4845,exhaustive_unique,4,persistent_overlap,kmeans,./1_benchmarking_comparison/kmeans/persistent_overlap
mahalanobis_distance,0.1607843137254902,0.3182943451876678,0.291230677105972,4845,20,4845,5000,4845,exhaustive_unique,4,persistent_overlap,kmeans,./1_benchmarking_comparison/kmeans/persistent_overlap
single_cut_coassociation,0.6119711042311662,0.0020833333333333,0.0034834021327829,4845,20,4845,5000,4845,exhaustive_unique,4,persistent_overlap,kmeans,./1_benchmarking_comparison/kmeans/persistent_overlap
centroid_distance,0.0896,0.1461518741894679,0.1285353600435282,5000,20,15504,5000,5000,random_unique,5,persistent_overlap,kmeans,./1_benchmarking_comparison/kmeans/persistent_overlap
dihs,0.5798,0.0229592380883159,0.0265406890650617,5000,20,15504,5000,5000,random_unique,5,persistent_overlap,kmeans,./1_benchmarking_comparison/kmeans/persistent_overlap
mahalanobis_distance,0.121,0.3339794329076616,0.2990601336464757,5000,20,15504,5000,5000,random_unique,5,persistent_overlap,kmeans,./1_benchmarking_comparison/kmeans/persistent_overlap
single_cut_coassociation,0.5836,0.0033333333333333,0.003024,5000,20,15504,5000,5000,random_unique,5,persistent_overlap,kmeans,./1_benchmarking_comparison/kmeans/persistent_overlap
centroid_distance,0.0758,0.1463067584896437,0.1290838058244425,5000,20,38760,5000,5000,random_unique,6,persistent_overlap,kmeans,./1_benchmarking_comparison/kmeans/persistent_overlap
dihs,0.6296,0.0221087576609063,0.0254615268711943,5000,20,38760,5000,5000,random_unique,6,persistent_overlap,kmeans,./1_benchmarking_comparison/kmeans/persistent_overlap
mahalanobis_distance,0.1072,0.3308390531069396,0.2988344070060706,5000,20,38760,5000,5000,random_unique,6,persistent_overlap,kmeans,./1_benchmarking_comparison/kmeans/persistent_overlap
single_cut_coassociation,0.6018,0.0027777777777777,0.0027597222222222,5000,20,38760,5000,5000,random_unique,6,persistent_overlap,kmeans,./1_benchmarking_comparison/kmeans/persistent_overlap
centroid_distance,0.0468,0.1551514888841396,0.1359813420482955,5000,20,77520,5000,5000,random_unique,7,persistent_overlap,kmeans,./1_benchmarking_comparison/kmeans/persistent_overlap
dihs,0.5998,0.0217490452543873,0.024939999517466,5000,20,77520,5000,5000,random_unique,7,persistent_overlap,kmeans,./1_benchmarking_comparison/kmeans/persistent_overlap
mahalanobis_distance,0.071,0.3558447773932638,0.3148024218006758,5000,20,77520,5000,5000,random_unique,7,persistent_overlap,kmeans,./1_benchmarking_comparison/kmeans/persistent_overlap
single_cut_coassociation,0.593,0.0023809523809523,0.0025042857142857,5000,20,77520,5000,5000,random_unique,7,persistent_overlap,kmeans,./1_benchmarking_comparison/kmeans/persistent_overlap
centroid_distance,0.0318,0.1587193714626125,0.1394935698640198,5000,20,125970,5000,5000,random_unique,8,persistent_overlap,kmeans,./1_benchmarking_comparison/kmeans/persistent_overlap
dihs,0.5824,0.0206117290138539,0.0235420323167021,5000,20,125970,5000,5000,random_unique,8,persistent_overlap,kmeans,./1_benchmarking_comparison/kmeans/persistent_overlap
mahalanobis_distance,0.0566,0.3661612744808576,0.3223163347153022,5000,20,125970,5000,5000,random_unique,8,persistent_overlap,kmeans,./1_benchmarking_comparison/kmeans/persistent_overlap
single_cut_coassociation,0.5932,0.0020833333333333,0.0022760416666666,5000,20,125970,5000,5000,random_unique,8,persistent_overlap,kmeans,./1_benchmarking_comparison/kmeans/persistent_overlap
centroid_distance,0.0176,0.1617600842933003,0.143878114411132,5000,20,167960,5000,5000,random_unique,9,persistent_overlap,kmeans,./1_benchmarking_comparison/kmeans/persistent_overlap
dihs,0.5872,0.018380293379722,0.0214975090236054,5000,20,167960,5000,5000,random_unique,9,persistent_overlap,kmeans,./1_benchmarking_comparison/kmeans/persistent_overlap
mahalanobis_distance,0.034,0.3743066910254625,0.332341191862628,5000,20,167960,5000,5000,random_unique,9,persistent_overlap,kmeans,./1_benchmarking_comparison/kmeans/persistent_overlap
single_cut_coassociation,0.5846,0.0018518518518518,0.0020753703703703,5000,20,167960,5000,5000,random_unique,9,persistent_overlap,kmeans,./1_benchmarking_comparison/kmeans/persistent_overlap
centroid_distance,0.007,0.1620965227207466,0.1472166494828738,5000,20,184756,5000,5000,random_unique,10,persistent_overlap,kmeans,./1_benchmarking_comparison/kmeans/persistent_overlap
dihs,0.6128,0.0180307511955284,0.0209834912927134,5000,20,184756,5000,5000,random_unique,10,persistent_overlap,kmeans,./1_benchmarking_comparison/kmeans/persistent_overlap
mahalanobis_distance,0.0218,0.3738184277238643,0.3392665212552241,5000,20,184756,5000,5000,random_unique,10,persistent_overlap,kmeans,./1_benchmarking_comparison/kmeans/persistent_overlap
single_cut_coassociation,0.6056,0.0016666666666666,0.001856,5000,20,184756,5000,5000,random_unique,10,persistent_overlap,kmeans,./1_benchmarking_comparison/kmeans/persistent_overlap
centroid_distance,0.005,0.1628023200611439,0.14944335423598,5000,20,167960,5000,5000,random_unique,11,persistent_overlap,kmeans,./1_benchmarking_comparison/kmeans/persistent_overlap
dihs,0.6968,0.0187940697257383,0.0218042547955775,5000,20,167960,5000,5000,random_unique,11,persistent_overlap,kmeans,./1_benchmarking_comparison/kmeans/persistent_overlap
mahalanobis_distance,0.0134,0.3758802374381053,0.34437922229312,5000,20,167960,5000,5000,random_unique,11,persistent_overlap,kmeans,./1_benchmarking_comparison/kmeans/persistent_overlap
single_cut_coassociation,0.6418,0.0015151515151515,0.0017118181818181,5000,20,167960,5000,5000,random_unique,11,persistent_overlap,kmeans,./1_benchmarking_comparison/kmeans/persistent_overlap
centroid_distance,0.0008,0.1644384525700868,0.1527130585445615,5000,20,125970,5000,5000,random_unique,12,persistent_overlap,kmeans,./1_benchmarking_comparison/kmeans/persistent_overlap
dihs,0.6908,0.0183217074228767,0.0214442782350447,5000,20,125970,5000,5000,random_unique,12,persistent_overlap,kmeans,./1_benchmarking_comparison/kmeans/persistent_overlap
mahalanobis_distance,0.0038,0.3806486907391323,0.351860124435079,5000,20,125970,5000,5000,random_unique,12,persistent_overlap,kmeans,./1_benchmarking_comparison/kmeans/persistent_overlap
single_cut_coassociation,0.6562,0.0013888888888888,0.0015793055555555,5000,20,125970,5000,5000,random_unique,12,persistent_overlap,kmeans,./1_benchmarking_comparison/kmeans/persistent_overlap
centroid_distance,0.0,0.1664469097469977,0.1553767332722453,5000,20,77520,5000,5000,random_unique,13,persistent_overlap,kmeans,./1_benchmarking_comparison/kmeans/persistent_overlap
dihs,0.686,0.0169846981849038,0.0201112657431241,5000,20,77520,5000,5000,random_unique,13,persistent_overlap,kmeans,./1_benchmarking_comparison/kmeans/persistent_overlap
mahalanobis_distance,0.0014,0.3852337653952429,0.3588997441030341,5000,20,77520,5000,5000,random_unique,13,persistent_overlap,kmeans,./1_benchmarking_comparison/kmeans/persistent_overlap
single_cut_coassociation,0.6686,0.0012820512820512,0.00148,5000,20,77520,5000,5000,random_unique,13,persistent_overlap,kmeans,./1_benchmarking_comparison/kmeans/persistent_overlap
centroid_distance,0.0,0.1665963462689169,0.1577587135794022,5000,20,38760,5000,5000,random_unique,14,persistent_overlap,kmeans,./1_benchmarking_comparison/kmeans/persistent_overlap
dihs,0.5954,0.0145626774883281,0.0167664113323589,5000,20,38760,5000,5000,random_unique,14,persistent_overlap,kmeans,./1_benchmarking_comparison/kmeans/persistent_overlap
mahalanobis_distance,0.0002,0.386486295973413,0.3648113372738104,5000,20,38760,5000,5000,random_unique,14,persistent_overlap,kmeans,./1_benchmarking_comparison/kmeans/persistent_overlap
single_cut_coassociation,0.628,0.0011904761904761,0.0014408333333333,5000,20,38760,5000,5000,random_unique,14,persistent_overlap,kmeans,./1_benchmarking_comparison/kmeans/persistent_overlap
centroid_distance,0.0,0.1676537701773119,0.1603452844236844,5000,20,15504,5000,5000,random_unique,15,persistent_overlap,kmeans,./1_benchmarking_comparison/kmeans/persistent_overlap
dihs,0.5882,0.0137533118271305,0.0159930655486068,5000,20,15504,5000,5000,random_unique,15,persistent_overlap,kmeans,./1_benchmarking_comparison/kmeans/persistent_overlap
mahalanobis_distance,0.0,0.3901193030029587,0.371611849704949,5000,20,15504,5000,5000,random_unique,15,persistent_overlap,kmeans,./1_benchmarking_comparison/kmeans/persistent_overlap
single_cut_coassociation,0.6354,0.0011111111111111,0.0012852222222222,5000,20,15504,5000,5000,random_unique,15,persistent_overlap,kmeans,./1_benchmarking_comparison/kmeans/persistent_overlap
centroid_distance,0.0,0.1679358185365451,0.1622228079679931,4845,20,4845,5000,4845,exhaustive_unique,16,persistent_overlap,kmeans,./1_benchmarking_comparison/kmeans/persistent_overlap
dihs,0.5814241486068111,0.0124885162702379,0.0149019778485206,4845,20,4845,5000,4845,exhaustive_unique,16,persistent_overlap,kmeans,./1_benchmarking_comparison/kmeans/persistent_overlap
mahalanobis_distance,0.0,0.3910413535149233,0.3765242486035286,4845,20,4845,5000,4845,exhaustive_unique,16,persistent_overlap,kmeans,./1_benchmarking_comparison/kmeans/persistent_overlap
single_cut_coassociation,0.6169246646026831,0.0010416666666666,0.0011319659442724,4845,20,4845,5000,4845,exhaustive_unique,16,persistent_overlap,kmeans,./1_benchmarking_comparison/kmeans/persistent_overlap
centroid_distance,0.0,0.1684951219181119,0.1638880502889577,1140,20,1140,5000,1140,exhaustive_unique,17,persistent_overlap,kmeans,./1_benchmarking_comparison/kmeans/persistent_overlap
dihs,0.6991228070175438,0.0135009823717614,0.0158453700379249,1140,20,1140,5000,1140,exhaustive_unique,17,persistent_overlap,kmeans,./1_benchmarking_comparison/kmeans/persistent_overlap
mahalanobis_distance,0.0,0.3921617643504958,0.3808048472513878,1140,20,1140,5000,1140,exhaustive_unique,17,persistent_overlap,kmeans,./1_benchmarking_comparison/kmeans/persistent_overlap
single_cut_coassociation,0.7105263157894737,0.0009803921568627,0.0009588923288613,1140,20,1140,5000,1140,exhaustive_unique,17,persistent_overlap,kmeans,./1_benchmarking_comparison/kmeans/persistent_overlap
centroid_distance,0.0,0.1686737852540182,0.1653891701112156,190,20,190,5000,190,exhaustive_unique,18,persistent_overlap,kmeans,./1_benchmarking_comparison/kmeans/persistent_overlap
dihs,0.6894736842105263,0.0116400257025487,0.0144201335886482,190,20,190,5000,190,exhaustive_unique,18,persistent_overlap,kmeans,./1_benchmarking_comparison/kmeans/persistent_overlap
mahalanobis_distance,0.0,0.39368014952835,0.3845987211157634,190,20,190,5000,190,exhaustive_unique,18,persistent_overlap,kmeans,./1_benchmarking_comparison/kmeans/persistent_overlap
single_cut_coassociation,0.7315789473684211,0.0004629629629629,0.0008528265107212,190,20,190,5000,190,exhaustive_unique,18,persistent_overlap,kmeans,./1_benchmarking_comparison/kmeans/persistent_overlap
centroid_distance,0.0,0.1683902819709397,0.1667451869273577,20,20,20,5000,20,exhaustive_unique,19,persistent_overlap,kmeans,./1_benchmarking_comparison/kmeans/persistent_overlap
dihs,0.5,0.0081214559180115,0.0145590646532796,20,20,20,5000,20,exhaustive_unique,19,persistent_overlap,kmeans,./1_benchmarking_comparison/kmeans/persistent_overlap
mahalanobis_distance,0.0,0.393190893115951,0.3879438131790925,20,20,20,5000,20,exhaustive_unique,19,persistent_overlap,kmeans,./1_benchmarking_comparison/kmeans/persistent_overlap
single_cut_coassociation,0.55,0.0006578947368421,0.0010087719298245,20,20,20,5000,20,exhaustive_unique,19,persistent_overlap,kmeans,./1_benchmarking_comparison/kmeans/persistent_overlap
centroid_distance,0.0,0.1679731357920914,0.1679731357920914,1,20,1,5000,1,exhaustive_unique,20,persistent_overlap,kmeans,./1_benchmarking_comparison/kmeans/persistent_overlap
dihs,1.0,0.0240162107143661,0.0240162107143661,1,20,1,5000,1,exhaustive_unique,20,persistent_overlap,kmeans,./1_benchmarking_comparison/kmeans/persistent_overlap
mahalanobis_distance,0.0,0.3908924922341186,0.3908924922341186,1,20,1,5000,1,exhaustive_unique,20,persistent_overlap,kmeans,./1_benchmarking_comparison/kmeans/persistent_overlap
single_cut_coassociation,1.0,0.00125,0.00125,1,20,1,5000,1,exhaustive_unique,20,persistent_overlap,kmeans,./1_benchmarking_comparison/kmeans/persistent_overlap
centroid_distance,0.35,0.0976007507908532,0.1071866809305897,20,20,20,5000,20,exhaustive_unique,1,persistent_overlap,gaussian,./1_benchmarking_comparison/gaussian/persistent_overlap
dihs,0.5,0.0204516313723469,0.0259083733102728,20,20,20,5000,20,exhaustive_unique,1,persistent_overlap,gaussian,./1_benchmarking_comparison/gaussian/persistent_overlap
mahalanobis_distance,0.3,0.2421222091336759,0.2579913820606158,20,20,20,5000,20,exhaustive_unique,1,persistent_overlap,gaussian,./1_benchmarking_comparison/gaussian/persistent_overlap
single_cut_coassociation,0.6,0.0083333333333333,0.0083333333333333,20,20,20,5000,20,exhaustive_unique,1,persistent_overlap,gaussian,./1_benchmarking_comparison/gaussian/persistent_overlap
centroid_distance,0.2210526315789473,0.1228047599920797,0.1167880571767898,190,20,190,5000,190,exhaustive_unique,2,persistent_overlap,gaussian,./1_benchmarking_comparison/gaussian/persistent_overlap
dihs,0.5894736842105263,0.0236822139058563,0.0272394960536376,190,20,190,5000,190,exhaustive_unique,2,persistent_overlap,gaussian,./1_benchmarking_comparison/gaussian/persistent_overlap
mahalanobis_distance,0.2473684210526315,0.2673481078775934,0.2762406695516248,190,20,190,5000,190,exhaustive_unique,2,persistent_overlap,gaussian,./1_benchmarking_comparison/gaussian/persistent_overlap
single_cut_coassociation,0.5421052631578948,0.0041666666666666,0.0054824561403508,190,20,190,5000,190,exhaustive_unique,2,persistent_overlap,gaussian,./1_benchmarking_comparison/gaussian/persistent_overlap
centroid_distance,0.1657894736842105,0.1337736906525068,0.1208086497070849,1140,20,1140,5000,1140,exhaustive_unique,3,persistent_overlap,gaussian,./1_benchmarking_comparison/gaussian/persistent_overlap
dihs,0.6228070175438597,0.0238673826863374,0.0275990059768412,1140,20,1140,5000,1140,exhaustive_unique,3,persistent_overlap,gaussian,./1_benchmarking_comparison/gaussian/persistent_overlap
mahalanobis_distance,0.2035087719298245,0.3042102689204585,0.2838402960867754,1140,20,1140,5000,1140,exhaustive_unique,3,persistent_overlap,gaussian,./1_benchmarking_comparison/gaussian/persistent_overlap
single_cut_coassociation,0.5140350877192983,0.0055555555555555,0.0046978557504873,1140,20,1140,5000,1140,exhaustive_unique,3,persistent_overlap,gaussian,./1_benchmarking_comparison/gaussian/persistent_overlap
centroid_distance,0.1302373581011351,0.1394488535931196,0.1245715368026507,4845,20,4845,5000,4845,exhaustive_unique,4,persistent_overlap,gaussian,./1_benchmarking_comparison/gaussian/persistent_overlap
dihs,0.6264189886480909,0.0241685748464259,0.027861791483805,4845,20,4845,5000,4845,exhaustive_unique,4,persistent_overlap,gaussian,./1_benchmarking_comparison/gaussian/persistent_overlap
mahalanobis_distance,0.1607843137254902,0.3182943451876678,0.291230677105972,4845,20,4845,5000,4845,exhaustive_unique,4,persistent_overlap,gaussian,./1_benchmarking_comparison/gaussian/persistent_overlap
single_cut_coassociation,0.4901960784313725,0.0041666666666666,0.0039052287581699,4845,20,4845,5000,4845,exhaustive_unique,4,persistent_overlap,gaussian,./1_benchmarking_comparison/gaussian/persistent_overlap
centroid_distance,0.0896,0.1461518741894679,0.1285353600435282,5000,20,15504,5000,5000,random_unique,5,persistent_overlap,gaussian,./1_benchmarking_comparison/gaussian/persistent_overlap
dihs,0.6388,0.023042560100009,0.0273853010371571,5000,20,15504,5000,5000,random_unique,5,persistent_overlap,gaussian,./1_benchmarking_comparison/gaussian/persistent_overlap
mahalanobis_distance,0.121,0.3339794329076616,0.2990601336464757,5000,20,15504,5000,5000,random_unique,5,persistent_overlap,gaussian,./1_benchmarking_comparison/gaussian/persistent_overlap
