method,top1_accuracy,margin_median,margin_mean,n_runs,n_unknown_points,n_possible_combinations,requested_sampling_iterations,used_sampling_iterations,sampling_mode,sample_size,scenario,model_type,output_dir
single_cut_coassociation,0.4634,0.0033333333333333,0.0033306666666666,5000,20,15504,5000,5000,random_unique,5,persistent_overlap,gaussian,./1_benchmarking_comparison/gaussian/persistent_overlap
centroid_distance,0.0758,0.1463067584896437,0.1290838058244425,5000,20,38760,5000,5000,random_unique,6,persistent_overlap,gaussian,./1_benchmarking_comparison/gaussian/persistent_overlap
dihs,0.6626,0.0245232654500055,0.0283295036798329,5000,20,38760,5000,5000,random_unique,6,persistent_overlap,gaussian,./1_benchmarking_comparison/gaussian/persistent_overlap
mahalanobis_distance,0.1072,0.3308390531069396,0.2988344070060706,5000,20,38760,5000,5000,random_unique,6,persistent_overlap,gaussian,./1_benchmarking_comparison/gaussian/persistent_overlap
single_cut_coassociation,0.4686,0.0027777777777777,0.0030791666666666,5000,20,38760,5000,5000,random_unique,6,persistent_overlap,gaussian,./1_benchmarking_comparison/gaussian/persistent_overlap
centroid_distance,0.0468,0.1551514888841396,0.1359813420482955,5000,20,77520,5000,5000,random_unique,7,persistent_overlap,gaussian,./1_benchmarking_comparison/gaussian/persistent_overlap
dihs,0.6558,0.0246950997353341,0.0278987012395472,5000,20,77520,5000,5000,random_unique,7,persistent_overlap,gaussian,./1_benchmarking_comparison/gaussian/persistent_overlap
mahalanobis_distance,0.071,0.3558447773932638,0.3148024218006758,5000,20,77520,5000,5000,random_unique,7,persistent_overlap,gaussian,./1_benchmarking_comparison/gaussian/persistent_overlap
single_cut_coassociation,0.4538,0.0023809523809523,0.0027666666666666,5000,20,77520,5000,5000,random_unique,7,persistent_overlap,gaussian,./1_benchmarking_comparison/gaussian/persistent_overlap
centroid_distance,0.0318,0.1587193714626125,0.1394935698640198,5000,20,125970,5000,5000,random_unique,8,persistent_overlap,gaussian,./1_benchmarking_comparison/gaussian/persistent_overlap
dihs,0.6502,0.0228782816372216,0.0264746806658261,5000,20,125970,5000,5000,random_unique,8,persistent_overlap,gaussian,./1_benchmarking_comparison/gaussian/persistent_overlap
mahalanobis_distance,0.0566,0.3661612744808576,0.3223163347153022,5000,20,125970,5000,5000,random_unique,8,persistent_overlap,gaussian,./1_benchmarking_comparison/gaussian/persistent_overlap
single_cut_coassociation,0.4052,0.0020833333333333,0.0025747916666666,5000,20,125970,5000,5000,random_unique,8,persistent_overlap,gaussian,./1_benchmarking_comparison/gaussian/persistent_overlap
centroid_distance,0.0176,0.1617600842933003,0.143878114411132,5000,20,167960,5000,5000,random_unique,9,persistent_overlap,gaussian,./1_benchmarking_comparison/gaussian/persistent_overlap
dihs,0.652,0.0216235636497455,0.0252676074062101,5000,20,167960,5000,5000,random_unique,9,persistent_overlap,gaussian,./1_benchmarking_comparison/gaussian/persistent_overlap
mahalanobis_distance,0.034,0.3743066910254625,0.332341191862628,5000,20,167960,5000,5000,random_unique,9,persistent_overlap,gaussian,./1_benchmarking_comparison/gaussian/persistent_overlap
single_cut_coassociation,0.4008,0.0018518518518518,0.0023588888888888,5000,20,167960,5000,5000,random_unique,9,persistent_overlap,gaussian,./1_benchmarking_comparison/gaussian/persistent_overlap
centroid_distance,0.007,0.1620965227207466,0.1472166494828738,5000,20,184756,5000,5000,random_unique,10,persistent_overlap,gaussian,./1_benchmarking_comparison/gaussian/persistent_overlap
dihs,0.6618,0.0212710962475971,0.0251872103643065,5000,20,184756,5000,5000,random_unique,10,persistent_overlap,gaussian,./1_benchmarking_comparison/gaussian/persistent_overlap
mahalanobis_distance,0.0218,0.3738184277238643,0.3392665212552241,5000,20,184756,5000,5000,random_unique,10,persistent_overlap,gaussian,./1_benchmarking_comparison/gaussian/persistent_overlap
single_cut_coassociation,0.3878,0.0016666666666666,0.0021891666666666,5000,20,184756,5000,5000,random_unique,10,persistent_overlap,gaussian,./1_benchmarking_comparison/gaussian/persistent_overlap
centroid_distance,0.005,0.1628023200611439,0.14944335423598,5000,20,167960,5000,5000,random_unique,11,persistent_overlap,gaussian,./1_benchmarking_comparison/gaussian/persistent_overlap
dihs,0.6474,0.0201734495909791,0.0234834739389684,5000,20,167960,5000,5000,random_unique,11,persistent_overlap,gaussian,./1_benchmarking_comparison/gaussian/persistent_overlap
mahalanobis_distance,0.0134,0.3758802374381053,0.34437922229312,5000,20,167960,5000,5000,random_unique,11,persistent_overlap,gaussian,./1_benchmarking_comparison/gaussian/persistent_overlap
single_cut_coassociation,0.3518,0.0015151515151515,0.0020524242424242,5000,20,167960,5000,5000,random_unique,11,persistent_overlap,gaussian,./1_benchmarking_comparison/gaussian/persistent_overlap
centroid_distance,0.0008,0.1644384525700868,0.1527130585445615,5000,20,125970,5000,5000,random_unique,12,persistent_overlap,gaussian,./1_benchmarking_comparison/gaussian/persistent_overlap
dihs,0.6438,0.0198276250394172,0.0228074907421099,5000,20,125970,5000,5000,random_unique,12,persistent_overlap,gaussian,./1_benchmarking_comparison/gaussian/persistent_overlap
mahalanobis_distance,0.0038,0.3806486907391323,0.351860124435079,5000,20,125970,5000,5000,random_unique,12,persistent_overlap,gaussian,./1_benchmarking_comparison/gaussian/persistent_overlap
single_cut_coassociation,0.327,0.0020833333333333,0.0019586111111111,5000,20,125970,5000,5000,random_unique,12,persistent_overlap,gaussian,./1_benchmarking_comparison/gaussian/persistent_overlap
centroid_distance,0.0,0.1664469097469977,0.1553767332722453,5000,20,77520,5000,5000,random_unique,13,persistent_overlap,gaussian,./1_benchmarking_comparison/gaussian/persistent_overlap
dihs,0.6328,0.0190149022322286,0.0223895266244638,5000,20,77520,5000,5000,random_unique,13,persistent_overlap,gaussian,./1_benchmarking_comparison/gaussian/persistent_overlap
mahalanobis_distance,0.0014,0.3852337653952429,0.3588997441030341,5000,20,77520,5000,5000,random_unique,13,persistent_overlap,gaussian,./1_benchmarking_comparison/gaussian/persistent_overlap
single_cut_coassociation,0.3068,0.0019230769230769,0.0018449999999999,5000,20,77520,5000,5000,random_unique,13,persistent_overlap,gaussian,./1_benchmarking_comparison/gaussian/persistent_overlap
centroid_distance,0.0,0.1665963462689169,0.1577587135794022,5000,20,38760,5000,5000,random_unique,14,persistent_overlap,gaussian,./1_benchmarking_comparison/gaussian/persistent_overlap
dihs,0.6224,0.0175506263909533,0.0208882211404529,5000,20,38760,5000,5000,random_unique,14,persistent_overlap,gaussian,./1_benchmarking_comparison/gaussian/persistent_overlap
mahalanobis_distance,0.0002,0.386486295973413,0.3648113372738104,5000,20,38760,5000,5000,random_unique,14,persistent_overlap,gaussian,./1_benchmarking_comparison/gaussian/persistent_overlap
single_cut_coassociation,0.2874,0.0017857142857142,0.0018025,5000,20,38760,5000,5000,random_unique,14,persistent_overlap,gaussian,./1_benchmarking_comparison/gaussian/persistent_overlap
centroid_distance,0.0,0.1676537701773119,0.1603452844236844,5000,20,15504,5000,5000,random_unique,15,persistent_overlap,gaussian,./1_benchmarking_comparison/gaussian/persistent_overlap
dihs,0.6088,0.0166334953656995,0.0196334272035011,5000,20,15504,5000,5000,random_unique,15,persistent_overlap,gaussian,./1_benchmarking_comparison/gaussian/persistent_overlap
mahalanobis_distance,0.0,0.3901193030029587,0.371611849704949,5000,20,15504,5000,5000,random_unique,15,persistent_overlap,gaussian,./1_benchmarking_comparison/gaussian/persistent_overlap
single_cut_coassociation,0.2416,0.0016666666666666,0.0017438888888888,5000,20,15504,5000,5000,random_unique,15,persistent_overlap,gaussian,./1_benchmarking_comparison/gaussian/persistent_overlap
centroid_distance,0.0,0.1679358185365451,0.1622228079679931,4845,20,4845,5000,4845,exhaustive_unique,16,persistent_overlap,gaussian,./1_benchmarking_comparison/gaussian/persistent_overlap
dihs,0.5933952528379773,0.0160985768594461,0.0190832018111198,4845,20,4845,5000,4845,exhaustive_unique,16,persistent_overlap,gaussian,./1_benchmarking_comparison/gaussian/persistent_overlap
mahalanobis_distance,0.0,0.3910413535149233,0.3765242486035286,4845,20,4845,5000,4845,exhaustive_unique,16,persistent_overlap,gaussian,./1_benchmarking_comparison/gaussian/persistent_overlap
single_cut_coassociation,0.1993808049535603,0.0015625,0.0017607284141726,4845,20,4845,5000,4845,exhaustive_unique,16,persistent_overlap,gaussian,./1_benchmarking_comparison/gaussian/persistent_overlap
centroid_distance,0.0,0.1684951219181119,0.1638880502889577,1140,20,1140,5000,1140,exhaustive_unique,17,persistent_overlap,gaussian,./1_benchmarking_comparison/gaussian/persistent_overlap
dihs,0.6210526315789474,0.0169735834574779,0.0195667716303192,1140,20,1140,5000,1140,exhaustive_unique,17,persistent_overlap,gaussian,./1_benchmarking_comparison/gaussian/persistent_overlap
mahalanobis_distance,0.0,0.3921617643504958,0.3808048472513878,1140,20,1140,5000,1140,exhaustive_unique,17,persistent_overlap,gaussian,./1_benchmarking_comparison/gaussian/persistent_overlap
single_cut_coassociation,0.2078947368421052,0.0014705882352941,0.001687736498108,1140,20,1140,5000,1140,exhaustive_unique,17,persistent_overlap,gaussian,./1_benchmarking_comparison/gaussian/persistent_overlap
centroid_distance,0.0,0.1686737852540182,0.1653891701112156,190,20,190,5000,190,exhaustive_unique,18,persistent_overlap,gaussian,./1_benchmarking_comparison/gaussian/persistent_overlap
dihs,0.5684210526315789,0.0170813767223473,0.0197695642758822,190,20,190,5000,190,exhaustive_unique,18,persistent_overlap,gaussian,./1_benchmarking_comparison/gaussian/persistent_overlap
mahalanobis_distance,0.0,0.39368014952835,0.3845987211157634,190,20,190,5000,190,exhaustive_unique,18,persistent_overlap,gaussian,./1_benchmarking_comparison/gaussian/persistent_overlap
single_cut_coassociation,0.1842105263157894,0.0016203703703703,0.0016325536062378,190,20,190,5000,190,exhaustive_unique,18,persistent_overlap,gaussian,./1_benchmarking_comparison/gaussian/persistent_overlap
centroid_distance,0.0,0.1683902819709397,0.1667451869273577,20,20,20,5000,20,exhaustive_unique,19,persistent_overlap,gaussian,./1_benchmarking_comparison/gaussian/persistent_overlap
dihs,0.7,0.0180179239852225,0.0193539929943687,20,20,20,5000,20,exhaustive_unique,19,persistent_overlap,gaussian,./1_benchmarking_comparison/gaussian/persistent_overlap
mahalanobis_distance,0.0,0.393190893115951,0.3879438131790925,20,20,20,5000,20,exhaustive_unique,19,persistent_overlap,gaussian,./1_benchmarking_comparison/gaussian/persistent_overlap
single_cut_coassociation,0.1,0.0017543859649122,0.001688596491228,20,20,20,5000,20,exhaustive_unique,19,persistent_overlap,gaussian,./1_benchmarking_comparison/gaussian/persistent_overlap
centroid_distance,0.0,0.1679731357920914,0.1679731357920914,1,20,1,5000,1,exhaustive_unique,20,persistent_overlap,gaussian,./1_benchmarking_comparison/gaussian/persistent_overlap
dihs,1.0,0.0293319007089757,0.0293319007089757,1,20,1,5000,1,exhaustive_unique,20,persistent_overlap,gaussian,./1_benchmarking_comparison/gaussian/persistent_overlap
mahalanobis_distance,0.0,0.3908924922341186,0.3908924922341186,1,20,1,5000,1,exhaustive_unique,20,persistent_overlap,gaussian,./1_benchmarking_comparison/gaussian/persistent_overlap
single_cut_coassociation,0.0,0.0008333333333333,0.0008333333333333,1,20,1,5000,1,exhaustive_unique,20,persistent_overlap,gaussian,./1_benchmarking_comparison/gaussian/persistent_overlap
centroid_distance,0.6,0.0219616804909792,0.0200635141137472,20,20,20,5000,20,exhaustive_unique,1,multimodal_class,agglomerative,./1_benchmarking_comparison/agglomerative/multimodal_class
dihs,1.0,0.1127683193540085,0.1059850524123224,20,20,20,5000,20,exhaustive_unique,1,multimodal_class,agglomerative,./1_benchmarking_comparison/agglomerative/multimodal_class
mahalanobis_distance,0.6,0.1154972972857096,0.1135398871168307,20,20,20,5000,20,exhaustive_unique,1,multimodal_class,agglomerative,./1_benchmarking_comparison/agglomerative/multimodal_class
single_cut_coassociation,0.95,0.0125,0.0120833333333333,20,20,20,5000,20,exhaustive_unique,1,multimodal_class,agglomerative,./1_benchmarking_comparison/agglomerative/multimodal_class
centroid_distance,0.6157894736842106,0.0234695046359378,0.0362924714803684,190,20,190,5000,190,exhaustive_unique,2,multimodal_class,agglomerative,./1_benchmarking_comparison/agglomerative/multimodal_class
dihs,1.0,0.1646197144312388,0.1615454091044284,190,20,190,5000,190,exhaustive_unique,2,multimodal_class,agglomerative,./1_benchmarking_comparison/agglomerative/multimodal_class
mahalanobis_distance,0.6263157894736842,0.138688473367567,0.142530589791534,190,20,190,5000,190,exhaustive_unique,2,multimodal_class,agglomerative,./1_benchmarking_comparison/agglomerative/multimodal_class
single_cut_coassociation,0.9473684210526316,0.0125,0.0107894736842105,190,20,190,5000,190,exhaustive_unique,2,multimodal_class,agglomerative,./1_benchmarking_comparison/agglomerative/multimodal_class
centroid_distance,0.6385964912280702,0.0238944655529161,0.0295905070065997,1140,20,1140,5000,1140,exhaustive_unique,3,multimodal_class,agglomerative,./1_benchmarking_comparison/agglomerative/multimodal_class
dihs,1.0,0.2013880635484014,0.2016573155520367,1140,20,1140,5000,1140,exhaustive_unique,3,multimodal_class,agglomerative,./1_benchmarking_comparison/agglomerative/multimodal_class
mahalanobis_distance,0.6587719298245615,0.1353460684009822,0.1346083888943023,1140,20,1140,5000,1140,exhaustive_unique,3,multimodal_class,agglomerative,./1_benchmarking_comparison/agglomerative/multimodal_class
single_cut_coassociation,0.9921052631578948,0.0111111111111111,0.0102436647173489,1140,20,1140,5000,1140,exhaustive_unique,3,multimodal_class,agglomerative,./1_benchmarking_comparison/agglomerative/multimodal_class
centroid_distance,0.6631578947368421,0.0225403584438479,0.0310351840259824,4845,20,4845,5000,4845,exhaustive_unique,4,multimodal_class,agglomerative,./1_benchmarking_comparison/agglomerative/multimodal_class
dihs,1.0,0.2358220713840502,0.2345839617298308,4845,20,4845,5000,4845,exhaustive_unique,4,multimodal_class,agglomerative,./1_benchmarking_comparison/agglomerative/multimodal_class
mahalanobis_distance,0.6726522187822498,0.1318014241569098,0.1345676675646985,4845,20,4845,5000,4845,exhaustive_unique,4,multimodal_class,agglomerative,./1_benchmarking_comparison/agglomerative/multimodal_class
single_cut_coassociation,1.0,0.0104166666666666,0.010095029239766,4845,20,4845,5000,4845,exhaustive_unique,4,multimodal_class,agglomerative,./1_benchmarking_comparison/agglomerative/multimodal_class
centroid_distance,0.6894,0.0238766324778487,0.033075330128379,5000,20,15504,5000,5000,random_unique,5,multimodal_class,agglomerative,./1_benchmarking_comparison/agglomerative/multimodal_class
dihs,1.0,0.2656814155098971,0.263180008881165,5000,20,15504,5000,5000,random_unique,5,multimodal_class,agglomerative,./1_benchmarking_comparison/agglomerative/multimodal_class
mahalanobis_distance,0.6982,0.1344233682560017,0.1387806587396882,5000,20,15504,5000,5000,random_unique,5,multimodal_class,agglomerative,./1_benchmarking_comparison/agglomerative/multimodal_class
single_cut_coassociation,1.0,0.01,0.0099673333333333,5000,20,15504,5000,5000,random_unique,5,multimodal_class,agglomerative,./1_benchmarking_comparison/agglomerative/multimodal_class
centroid_distance,0.7194,0.0236135936377284,0.0302585911399679,5000,20,38760,5000,5000,random_unique,6,multimodal_class,agglomerative,./1_benchmarking_comparison/agglomerative/multimodal_class
dihs,1.0,0.2900268452742813,0.2879912259899663,5000,20,38760,5000,5000,random_unique,6,multimodal_class,agglomerative,./1_benchmarking_comparison/agglomerative/multimodal_class
mahalanobis_distance,0.7332,0.1357386356452655,0.1354903112701384,5000,20,38760,5000,5000,random_unique,6,multimodal_class,agglomerative,./1_benchmarking_comparison/agglomerative/multimodal_class
single_cut_coassociation,1.0,0.0097222222222222,0.0099972222222222,5000,20,38760,5000,5000,random_unique,6,multimodal_class,agglomerative,./1_benchmarking_comparison/agglomerative/multimodal_class
centroid_distance,0.733,0.0248564910021307,0.0344679431748704,5000,20,77520,5000,5000,random_unique,7,multimodal_class,agglomerative,./1_benchmarking_comparison/agglomerative/multimodal_class
dihs,1.0,0.3103242793051596,0.3087458694904222,5000,20,77520,5000,5000,random_unique,7,multimodal_class,agglomerative,./1_benchmarking_comparison/agglomerative/multimodal_class
mahalanobis_distance,0.7476,0.1378120080711038,0.1411043479574753,5000,20,77520,5000,5000,random_unique,7,multimodal_class,agglomerative,./1_benchmarking_comparison/agglomerative/multimodal_class
