"dataset_size_pct","sample_size","feature_space","model","source_class_key","case","n_runs","margin_mean","margin_std","margin_median","top1_true_fraction"
"100","1","Coupled","kmeans","AI","positive","100","0.1398386379542199","0.09215471792197143","0.11541783935523559","0.74"
"100","1","Coupled","kmeans","EV","negative","100","0.15739034963785337","0.11502349677535931","0.2531071652431481","0.0"
"100","1","Coupled","kmeans","EV","positive","100","0.3771937875812575","0.11903561272336416","0.4303272049525253","0.92"
"100","1","Coupled","kmeans","PF","negative","100","0.062254386038469424","0.061472833890621754","0.03863201516717418","0.0"
"100","1","Coupled","kmeans","PF","positive","100","0.09240827952878643","0.05707343958443308","0.1173142093290018","0.54"
"100","1","Coupled","kmeans","PI","negative","100","0.19057280167909382","0.05177415490969083","0.18339146638400788","0.0"
"100","1","Coupled","kmeans","PI","positive","100","0.18464252073688375","0.0956693666783347","0.19051558311624994","0.6"
"100","1","Coupled","kmeans","RMP","negative","100","0.09757717344898822","0.08313495133896008","0.06531013760099597","0.0"
"100","1","Coupled","kmeans","RMP","positive","100","0.07788447217238403","0.06516880374207114","0.054459654683418526","0.84"
"100","1","Coupled","kmeans","VV","negative","100","0.04586707390369587","0.029040498230704526","0.04826707095959315","0.0"
"100","1","Coupled","kmeans","VV","positive","100","0.1199185849129221","0.09251004284347747","0.08025917492623089","0.71"
"100","10","Coupled","agglomerative","AI","negative","100","0.10817402627892637","0.10082083496847559","0.06714481195361563","0.0"
"100","10","Coupled","agglomerative","AI","positive","100","0.38069518818565273","0.0635965421127885","0.38182155341348484","1.0"
"100","10","Coupled","agglomerative","EV","negative","100","0.1873963976771714","0.0412063819537552","0.19525138883397763","0.0"
"100","10","Coupled","agglomerative","EV","positive","100","0.587952727062198","0.06873586203170416","0.611848943301166","1.0"
"100","10","Coupled","agglomerative","PF","negative","100","0.10760258226890813","0.07328863359115431","0.09005915454795413","0.0"
"100","10","Coupled","agglomerative","PF","positive","100","0.1923241408320743","0.044803658741752114","0.19000046557947253","1.0"
"100","10","Coupled","agglomerative","PI","negative","100","0.049231187668238946","0.03681602749805597","0.04590207858446686","0.0"
"100","10","Coupled","agglomerative","PI","positive","100","0.4347708515934766","0.040759539426344304","0.4446311094338334","1.0"
"100","10","Coupled","agglomerative","RMP","negative","100","0.0826493079200984","0.044801852982878136","0.08145288060599157","0.0"
"100","10","Coupled","agglomerative","RMP","positive","100","0.3595878694071672","0.04355299535001686","0.36459163840157593","1.0"
"100","10","Coupled","agglomerative","VV","negative","100","0.046616821957512065","0.03117523715643526","0.042596552356075595","0.0"
"100","10","Coupled","agglomerative","VV","positive","100","0.28548445293363733","0.045641214811202264","0.29061646259462626","1.0"
"100","10","Coupled","gaussian","AI","negative","100","0.049807665369567065","0.03464246682775152","0.04517116650856391","0.0"
"100","10","Coupled","gaussian","AI","positive","100","0.30386810172463896","0.04654335545381222","0.3097319471620691","1.0"
"100","10","Coupled","gaussian","EV","negative","100","0.096688158859562","0.05915277711030812","0.10617759237003749","0.0"
"100","10","Coupled","gaussian","EV","positive","100","0.3955041843203942","0.03766966695057733","0.40026160264435884","1.0"
"100","10","Coupled","gaussian","PF","negative","100","0.0768236734659051","0.05186443578123421","0.06489487972968369","0.0"
"100","10","Coupled","gaussian","PF","positive","100","0.1751929249785449","0.049219134845363915","0.18085136074557334","1.0"
"100","10","Coupled","gaussian","PI","negative","100","0.06779730192917519","0.037643935762437415","0.07790718528815047","0.0"
"100","10","Coupled","gaussian","PI","positive","100","0.365525923221439","0.0362360875186254","0.36431741564290687","1.0"
"100","10","Coupled","gaussian","RMP","negative","100","0.022967361940861616","0.025367859128076965","0.015462077171520816","0.0"
"100","10","Coupled","gaussian","RMP","positive","100","0.3234838298069389","0.03817940919430685","0.330140660827802","1.0"
"100","10","Coupled","gaussian","VV","negative","100","0.09434935032819894","0.0466964334807246","0.09459554422263394","0.0"
"100","10","Coupled","gaussian","VV","positive","100","0.2779968321707937","0.0468628749377052","0.28537548872752655","1.0"
